	chrom	source	type	start	end	score	strand	phase	attributes	ID	Name	gbkey	gene	gene_biotype	gene_synonym	locus_tag	old_locus_tag	gieStain
472	NC_017628.1	RefSeq	gene	524693	525547	.	-	.	ID=gene-ECOK1_RS02480;Name=cnoX;gbkey=Gene;gene=cnoX;gene_biotype=protein_coding;locus_tag=ECOK1_RS02480;old_locus_tag=ECOK1_0481	gene-ECOK1_RS02480	cnoX	Gene	cnoX	protein_coding		ECOK1_RS02480	ECOK1_0481	.
473	NC_017628.1	RefSeq	gene	525608	526417	.	-	.	ID=gene-ECOK1_RS02485;Name=ybbO;gbkey=Gene;gene=ybbO;gene_biotype=protein_coding;locus_tag=ECOK1_RS02485;old_locus_tag=ECOK1_0482	gene-ECOK1_RS02485	ybbO	Gene	ybbO	protein_coding		ECOK1_RS02485	ECOK1_0482	.
474	NC_017628.1	RefSeq	gene	526407	527030	.	-	.	ID=gene-ECOK1_RS02490;Name=tesA;gbkey=Gene;gene=tesA;gene_biotype=protein_coding;locus_tag=ECOK1_RS02490;old_locus_tag=ECOK1_0483	gene-ECOK1_RS02490	tesA	Gene	tesA	protein_coding		ECOK1_RS02490	ECOK1_0483	.
475	NC_017628.1	RefSeq	gene	527001	527687	.	+	.	ID=gene-ECOK1_RS02495;Name=ybbA;gbkey=Gene;gene=ybbA;gene_biotype=protein_coding;locus_tag=ECOK1_RS02495;old_locus_tag=ECOK1_0484	gene-ECOK1_RS02495	ybbA	Gene	ybbA	protein_coding		ECOK1_RS02495	ECOK1_0484	.
476	NC_017628.1	RefSeq	gene	527684	530098	.	+	.	ID=gene-ECOK1_RS02500;Name=ybbP;gbkey=Gene;gene=ybbP;gene_biotype=protein_coding;locus_tag=ECOK1_RS02500;old_locus_tag=ECOK1_0485	gene-ECOK1_RS02500	ybbP	Gene	ybbP	protein_coding		ECOK1_RS02500	ECOK1_0485	.
477	NC_017628.1	RefSeq	gene	530157	531251	.	-	.	ID=gene-ECOK1_RS02505;Name=mnmH;gbkey=Gene;gene=mnmH;gene_biotype=protein_coding;locus_tag=ECOK1_RS02505;old_locus_tag=ECOK1_0486	gene-ECOK1_RS02505	mnmH	Gene	mnmH	protein_coding		ECOK1_RS02505	ECOK1_0486	.
478	NC_017628.1	RefSeq	gene	531320	532246	.	-	.	ID=gene-ECOK1_RS02510;Name=allS;gbkey=Gene;gene=allS;gene_biotype=protein_coding;locus_tag=ECOK1_RS02510;old_locus_tag=ECOK1_0487	gene-ECOK1_RS02510	allS	Gene	allS	protein_coding		ECOK1_RS02510	ECOK1_0487	.
479	NC_017628.1	RefSeq	gene	532476	532958	.	+	.	ID=gene-ECOK1_RS02515;Name=allA;gbkey=Gene;gene=allA;gene_biotype=protein_coding;locus_tag=ECOK1_RS02515;old_locus_tag=ECOK1_0488	gene-ECOK1_RS02515	allA	Gene	allA	protein_coding		ECOK1_RS02515	ECOK1_0488	.
480	NC_017628.1	RefSeq	gene	533036	533851	.	+	.	ID=gene-ECOK1_RS02520;Name=allR;gbkey=Gene;gene=allR;gene_biotype=protein_coding;locus_tag=ECOK1_RS02520;old_locus_tag=ECOK1_0489	gene-ECOK1_RS02520	allR	Gene	allR	protein_coding		ECOK1_RS02520	ECOK1_0489	.
481	NC_017628.1	RefSeq	gene	533941	535722	.	+	.	ID=gene-ECOK1_RS02525;Name=gcl;gbkey=Gene;gene=gcl;gene_biotype=protein_coding;locus_tag=ECOK1_RS02525;old_locus_tag=ECOK1_0490	gene-ECOK1_RS02525	gcl	Gene	gcl	protein_coding		ECOK1_RS02525	ECOK1_0490	.
482	NC_017628.1	RefSeq	gene	535735	536511	.	+	.	ID=gene-ECOK1_RS02530;Name=hyi;gbkey=Gene;gene=hyi;gene_biotype=protein_coding;locus_tag=ECOK1_RS02530;old_locus_tag=ECOK1_0491	gene-ECOK1_RS02530	hyi	Gene	hyi	protein_coding		ECOK1_RS02530	ECOK1_0491	.
483	NC_017628.1	RefSeq	gene	536611	537489	.	+	.	ID=gene-ECOK1_RS02535;Name=glxR;gbkey=Gene;gene=glxR;gene_biotype=protein_coding;locus_tag=ECOK1_RS02535;old_locus_tag=ECOK1_0492	gene-ECOK1_RS02535	glxR	Gene	glxR	protein_coding		ECOK1_RS02535	ECOK1_0492	.
484	NC_017628.1	RefSeq	gene	537659	539113	.	+	.	ID=gene-ECOK1_RS02540;Name=ybbW;gbkey=Gene;gene=ybbW;gene_biotype=protein_coding;locus_tag=ECOK1_RS02540;old_locus_tag=ECOK1_0493	gene-ECOK1_RS02540	ybbW	Gene	ybbW	protein_coding		ECOK1_RS02540	ECOK1_0493	.
485	NC_017628.1	RefSeq	gene	539173	540534	.	+	.	ID=gene-ECOK1_RS02545;Name=allB;gbkey=Gene;gene=allB;gene_biotype=protein_coding;locus_tag=ECOK1_RS02545;old_locus_tag=ECOK1_0494	gene-ECOK1_RS02545	allB	Gene	allB	protein_coding		ECOK1_RS02545	ECOK1_0494	.
486	NC_017628.1	RefSeq	gene	540590	541891	.	+	.	ID=gene-ECOK1_RS02550;Name=ybbY;gbkey=Gene;gene=ybbY;gene_biotype=protein_coding;locus_tag=ECOK1_RS02550;old_locus_tag=ECOK1_0495	gene-ECOK1_RS02550	ybbY	Gene	ybbY	protein_coding		ECOK1_RS02550	ECOK1_0495	.
487	NC_017628.1	RefSeq	gene	541913	543058	.	+	.	ID=gene-ECOK1_RS02555;Name=glxK;gbkey=Gene;gene=glxK;gene_biotype=protein_coding;locus_tag=ECOK1_RS02555;old_locus_tag=ECOK1_0496	gene-ECOK1_RS02555	glxK	Gene	glxK	protein_coding		ECOK1_RS02555	ECOK1_0496	.
488	NC_017628.1	RefSeq	gene	543187	543972	.	-	.	ID=gene-ECOK1_RS02560;Name=allE;gbkey=Gene;gene=allE;gene_biotype=protein_coding;locus_tag=ECOK1_RS02560;old_locus_tag=ECOK1_0497	gene-ECOK1_RS02560	allE	Gene	allE	protein_coding		ECOK1_RS02560	ECOK1_0497	.
489	NC_017628.1	RefSeq	gene	543983	545218	.	-	.	ID=gene-ECOK1_RS02565;Name=allC;gbkey=Gene;gene=allC;gene_biotype=protein_coding;locus_tag=ECOK1_RS02565;old_locus_tag=ECOK1_0498	gene-ECOK1_RS02565	allC	Gene	allC	protein_coding		ECOK1_RS02565	ECOK1_0498	.
490	NC_017628.1	RefSeq	gene	545240	546289	.	-	.	ID=gene-ECOK1_RS02570;Name=allD;gbkey=Gene;gene=allD;gene_biotype=protein_coding;locus_tag=ECOK1_RS02570;old_locus_tag=ECOK1_0499	gene-ECOK1_RS02570	allD	Gene	allD	protein_coding		ECOK1_RS02570	ECOK1_0499	.
491	NC_017628.1	RefSeq	gene	546606	548273	.	+	.	ID=gene-ECOK1_RS02575;Name=fdrA;gbkey=Gene;gene=fdrA;gene_biotype=protein_coding;locus_tag=ECOK1_RS02575;old_locus_tag=ECOK1_0500	gene-ECOK1_RS02575	fdrA	Gene	fdrA	protein_coding		ECOK1_RS02575	ECOK1_0500	.
492	NC_017628.1	RefSeq	gene	549553	550368	.	+	.	ID=gene-ECOK1_RS02590;Name=ylbF;gbkey=Gene;gene=ylbF;gene_biotype=protein_coding;locus_tag=ECOK1_RS02590;old_locus_tag=ECOK1_0502	gene-ECOK1_RS02590	ylbF	Gene	ylbF	protein_coding		ECOK1_RS02590	ECOK1_0502	.
493	NC_017628.1	RefSeq	gene	550365	551258	.	+	.	ID=gene-ECOK1_RS02595;Name=ybcF;gbkey=Gene;gene=ybcF;gene_biotype=protein_coding;locus_tag=ECOK1_RS02595;old_locus_tag=ECOK1_0503	gene-ECOK1_RS02595	ybcF	Gene	ybcF	protein_coding		ECOK1_RS02595	ECOK1_0503	.
494	NC_017628.1	RefSeq	gene	551411	552478	.	-	.	ID=gene-ECOK1_RS02600;Name=purK;gbkey=Gene;gene=purK;gene_biotype=protein_coding;locus_tag=ECOK1_RS02600;old_locus_tag=ECOK1_0504	gene-ECOK1_RS02600	purK	Gene	purK	protein_coding		ECOK1_RS02600	ECOK1_0504	.
495	NC_017628.1	RefSeq	gene	552475	552984	.	-	.	ID=gene-ECOK1_RS02605;Name=purE;gbkey=Gene;gene=purE;gene_biotype=protein_coding;locus_tag=ECOK1_RS02605;old_locus_tag=ECOK1_0505	gene-ECOK1_RS02605	purE	Gene	purE	protein_coding		ECOK1_RS02605	ECOK1_0505	.
496	NC_017628.1	RefSeq	gene	553080	553409	.	-	.	ID=gene-ECOK1_RS02610;Name=ECOK1_RS02610;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02610;old_locus_tag=ECOK1_0506	gene-ECOK1_RS02610	ECOK1_RS02610	Gene		protein_coding		ECOK1_RS02610	ECOK1_0506	.
497	NC_017628.1	RefSeq	gene	553520	554242	.	-	.	ID=gene-ECOK1_RS02615;Name=lpxH;gbkey=Gene;gene=lpxH;gene_biotype=protein_coding;locus_tag=ECOK1_RS02615;old_locus_tag=ECOK1_0507	gene-ECOK1_RS02615	lpxH	Gene	lpxH	protein_coding		ECOK1_RS02615	ECOK1_0507	.
498	NC_017628.1	RefSeq	gene	554245	554739	.	-	.	ID=gene-ECOK1_RS02620;Name=ppiB;gbkey=Gene;gene=ppiB;gene_biotype=protein_coding;locus_tag=ECOK1_RS02620;old_locus_tag=ECOK1_0508	gene-ECOK1_RS02620	ppiB	Gene	ppiB	protein_coding		ECOK1_RS02620	ECOK1_0508	.
499	NC_017628.1	RefSeq	gene	554913	556298	.	+	.	ID=gene-ECOK1_RS02625;Name=cysS;gbkey=Gene;gene=cysS;gene_biotype=protein_coding;locus_tag=ECOK1_RS02625;old_locus_tag=ECOK1_0509	gene-ECOK1_RS02625	cysS	Gene	cysS	protein_coding		ECOK1_RS02625	ECOK1_0509	.
500	NC_017628.1	RefSeq	gene	556334	556855	.	-	.	ID=gene-ECOK1_RS02630;Name=ybcI;gbkey=Gene;gene=ybcI;gene_biotype=protein_coding;locus_tag=ECOK1_RS02630;old_locus_tag=ECOK1_0510	gene-ECOK1_RS02630	ybcI	Gene	ybcI	protein_coding		ECOK1_RS02630	ECOK1_0510	.
501	NC_017628.1	RefSeq	gene	556963	557175	.	-	.	ID=gene-ECOK1_RS02635;Name=ybcJ;gbkey=Gene;gene=ybcJ;gene_biotype=protein_coding;locus_tag=ECOK1_RS02635;old_locus_tag=ECOK1_0511	gene-ECOK1_RS02635	ybcJ	Gene	ybcJ	protein_coding		ECOK1_RS02635	ECOK1_0511	.
502	NC_017628.1	RefSeq	gene	557177	558043	.	-	.	ID=gene-ECOK1_RS02640;Name=folD;gbkey=Gene;gene=folD;gene_biotype=protein_coding;locus_tag=ECOK1_RS02640;old_locus_tag=ECOK1_0512	gene-ECOK1_RS02640	folD	Gene	folD	protein_coding		ECOK1_RS02640	ECOK1_0512	.
503	NC_017628.1	RefSeq	gene	558314	558390	.	+	.	ID=gene-ECOK1_RS02650;Name=ECOK1_RS02650;gbkey=Gene;gene_biotype=tRNA;locus_tag=ECOK1_RS02650;old_locus_tag=ECOK1_0514	gene-ECOK1_RS02650	ECOK1_RS02650	Gene		tRNA		ECOK1_RS02650	ECOK1_0514	.
504	NC_017628.1	RefSeq	gene	558406	559569	.	-	.	ID=gene-ECOK1_RS02655;Name=intD;gbkey=Gene;gene=intD;gene_biotype=protein_coding;locus_tag=ECOK1_RS02655;old_locus_tag=ECOK1_0515	gene-ECOK1_RS02655	intD	Gene	intD	protein_coding		ECOK1_RS02655	ECOK1_0515	.
505	NC_017628.1	RefSeq	gene	559796	560101	.	-	.	ID=gene-ECOK1_RS02660;Name=yfdT;gbkey=Gene;gene=yfdT;gene_biotype=protein_coding;locus_tag=ECOK1_RS02660;old_locus_tag=ECOK1_0516	gene-ECOK1_RS02660	yfdT	Gene	yfdT	protein_coding		ECOK1_RS02660	ECOK1_0516	.
506	NC_017628.1	RefSeq	gene	560101	560463	.	-	.	ID=gene-ECOK1_RS02665;Name=ECOK1_RS02665;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02665;old_locus_tag=ECOK1_0517	gene-ECOK1_RS02665	ECOK1_RS02665	Gene		protein_coding		ECOK1_RS02665	ECOK1_0517	.
507	NC_017628.1	RefSeq	gene	560454	560990	.	-	.	ID=gene-ECOK1_RS02670;Name=yfdR;gbkey=Gene;gene=yfdR;gene_biotype=protein_coding;locus_tag=ECOK1_RS02670;old_locus_tag=ECOK1_0518	gene-ECOK1_RS02670	yfdR	Gene	yfdR	protein_coding		ECOK1_RS02670	ECOK1_0518	.
508	NC_017628.1	RefSeq	gene	561118	561942	.	-	.	ID=gene-ECOK1_RS02675;Name=ECOK1_RS02675;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02675;old_locus_tag=ECOK1_0519	gene-ECOK1_RS02675	ECOK1_RS02675	Gene		protein_coding		ECOK1_RS02675	ECOK1_0519	.
509	NC_017628.1	RefSeq	gene	562008	562370	.	-	.	ID=gene-ECOK1_RS02680;Name=yfdP;gbkey=Gene;gene=yfdP;gene_biotype=protein_coding;locus_tag=ECOK1_RS02680;old_locus_tag=ECOK1_0520	gene-ECOK1_RS02680	yfdP	Gene	yfdP	protein_coding		ECOK1_RS02680	ECOK1_0520	.
510	NC_017628.1	RefSeq	gene	562841	563356	.	+	.	ID=gene-ECOK1_RS02685;Name=ECOK1_RS02685;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02685;old_locus_tag=ECOK1_0521	gene-ECOK1_RS02685	ECOK1_RS02685	Gene		protein_coding		ECOK1_RS02685	ECOK1_0521	.
511	NC_017628.1	RefSeq	gene	563741	564817	.	-	.	ID=gene-ECOK1_RS02690;Name=ECOK1_RS02690;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02690;old_locus_tag=ECOK1_0522	gene-ECOK1_RS02690	ECOK1_RS02690	Gene		protein_coding		ECOK1_RS02690	ECOK1_0522	.
512	NC_017628.1	RefSeq	gene	564988	565692	.	-	.	ID=gene-ECOK1_RS02695;Name=ECOK1_RS02695;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02695;old_locus_tag=ECOK1_0523	gene-ECOK1_RS02695	ECOK1_RS02695	Gene		protein_coding		ECOK1_RS02695	ECOK1_0523	.
513	NC_017628.1	RefSeq	gene	565799	566062	.	+	.	ID=gene-ECOK1_RS25985;Name=ECOK1_RS25985;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS25985	gene-ECOK1_RS25985	ECOK1_RS25985	Gene		protein_coding		ECOK1_RS25985		.
514	NC_017628.1	RefSeq	gene	566091	566648	.	+	.	ID=gene-ECOK1_RS02705;Name=ymfL;gbkey=Gene;gene=ymfL;gene_biotype=protein_coding;locus_tag=ECOK1_RS02705;old_locus_tag=ECOK1_0524	gene-ECOK1_RS02705	ymfL	Gene	ymfL	protein_coding		ECOK1_RS02705	ECOK1_0524	.
515	NC_017628.1	RefSeq	gene	566824	567003	.	+	.	ID=gene-ECOK1_RS25990;Name=ECOK1_RS25990;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS25990	gene-ECOK1_RS25990	ECOK1_RS25990	Gene		protein_coding		ECOK1_RS25990		.
516	NC_017628.1	RefSeq	gene	566993	567949	.	+	.	ID=gene-ECOK1_RS02715;Name=ECOK1_RS02715;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02715;old_locus_tag=ECOK1_0525	gene-ECOK1_RS02715	ECOK1_RS02715	Gene		protein_coding		ECOK1_RS02715	ECOK1_0525	.
517	NC_017628.1	RefSeq	gene	567946	568440	.	+	.	ID=gene-ECOK1_RS02720;Name=ECOK1_RS02720;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02720;old_locus_tag=ECOK1_0526	gene-ECOK1_RS02720	ECOK1_RS02720	Gene		protein_coding		ECOK1_RS02720	ECOK1_0526	.
518	NC_017628.1	RefSeq	gene	568440	568766	.	+	.	ID=gene-ECOK1_RS02725;Name=ECOK1_RS02725;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02725;old_locus_tag=ECOK1_0527	gene-ECOK1_RS02725	ECOK1_RS02725	Gene		protein_coding		ECOK1_RS02725	ECOK1_0527	.
519	NC_017628.1	RefSeq	gene	568763	569152	.	+	.	ID=gene-ECOK1_RS02730;Name=ECOK1_RS02730;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02730;old_locus_tag=ECOK1_0528	gene-ECOK1_RS02730	ECOK1_RS02730	Gene		protein_coding		ECOK1_RS02730	ECOK1_0528	.
520	NC_017628.1	RefSeq	gene	569172	570014	.	+	.	ID=gene-ECOK1_RS02735;Name=ECOK1_RS02735;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02735;old_locus_tag=ECOK1_0529	gene-ECOK1_RS02735	ECOK1_RS02735	Gene		protein_coding		ECOK1_RS02735	ECOK1_0529	.
521	NC_017628.1	RefSeq	gene	570022	571011	.	+	.	ID=gene-ECOK1_RS02740;Name=ECOK1_RS02740;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02740;old_locus_tag=ECOK1_0530	gene-ECOK1_RS02740	ECOK1_RS02740	Gene		protein_coding		ECOK1_RS02740	ECOK1_0530	.
522	NC_017628.1	RefSeq	gene	571025	571777	.	+	.	ID=gene-ECOK1_RS02745;Name=ECOK1_RS02745;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02745;old_locus_tag=ECOK1_0531	gene-ECOK1_RS02745	ECOK1_RS02745	Gene		protein_coding		ECOK1_RS02745	ECOK1_0531	.
523	NC_017628.1	RefSeq	gene	571932	572462	.	+	.	ID=gene-ECOK1_RS02750;Name=ECOK1_RS02750;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02750;old_locus_tag=ECOK1_0532	gene-ECOK1_RS02750	ECOK1_RS02750	Gene		protein_coding		ECOK1_RS02750	ECOK1_0532	.
524	NC_017628.1	RefSeq	gene	572645	572839	.	+	.	ID=gene-ECOK1_RS02755;Name=ECOK1_RS02755;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02755;old_locus_tag=ECOK1_0533	gene-ECOK1_RS02755	ECOK1_RS02755	Gene		protein_coding		ECOK1_RS02755	ECOK1_0533	.
525	NC_017628.1	RefSeq	gene	572989	574050	.	+	.	ID=gene-ECOK1_RS02760;Name=ECOK1_RS02760;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02760;old_locus_tag=ECOK1_0534	gene-ECOK1_RS02760	ECOK1_RS02760	Gene		protein_coding		ECOK1_RS02760	ECOK1_0534	.
526	NC_017628.1	RefSeq	gene	575144	575359	.	+	.	ID=gene-ECOK1_RS02775;Name=ECOK1_RS02775;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02775;old_locus_tag=ECOK1_0537	gene-ECOK1_RS02775	ECOK1_RS02775	Gene		protein_coding		ECOK1_RS02775	ECOK1_0537	.
527	NC_017628.1	RefSeq	gene	575364	575708	.	+	.	ID=gene-ECOK1_RS02780;Name=ECOK1_RS02780;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02780;old_locus_tag=ECOK1_0539	gene-ECOK1_RS02780	ECOK1_RS02780	Gene		protein_coding		ECOK1_RS02780	ECOK1_0539	.
528	NC_017628.1	RefSeq	gene	575674	575946	.	-	.	ID=gene-ECOK1_RS02785;Name=ECOK1_RS02785;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02785;old_locus_tag=ECOK1_0538	gene-ECOK1_RS02785	ECOK1_RS02785	Gene		protein_coding		ECOK1_RS02785	ECOK1_0538	.
529	NC_017628.1	RefSeq	gene	576052	576585	.	+	.	ID=gene-ECOK1_RS02790;Name=ECOK1_RS02790;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02790;old_locus_tag=ECOK1_0540	gene-ECOK1_RS02790	ECOK1_RS02790	Gene		protein_coding		ECOK1_RS02790	ECOK1_0540	.
530	NC_017628.1	RefSeq	gene	576802	576984	.	+	.	ID=gene-ECOK1_RS29315;Name=rzoD;gbkey=Gene;gene=rzoD;gene_biotype=protein_coding;locus_tag=ECOK1_RS29315	gene-ECOK1_RS29315	rzoD	Gene	rzoD	protein_coding		ECOK1_RS29315		.
531	NC_017628.1	RefSeq	gene	577075	577368	.	-	.	ID=gene-ECOK1_RS02800;Name=iss;gbkey=Gene;gene=iss;gene_biotype=protein_coding;locus_tag=ECOK1_RS02800;old_locus_tag=ECOK1_0542	gene-ECOK1_RS02800	iss	Gene	iss	protein_coding		ECOK1_RS02800	ECOK1_0542	.
532	NC_017628.1	RefSeq	gene	577849	578175	.	+	.	ID=gene-ECOK1_RS02810;Name=ECOK1_RS02810;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02810	gene-ECOK1_RS02810	ECOK1_RS02810	Gene		protein_coding		ECOK1_RS02810		.
533	NC_017628.1	RefSeq	gene	578382	578564	.	+	.	ID=gene-ECOK1_RS28725;Name=ECOK1_RS28725;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS28725;old_locus_tag=ECOK1_0543	gene-ECOK1_RS28725	ECOK1_RS28725	Gene		protein_coding		ECOK1_RS28725	ECOK1_0543	.
534	NC_017628.1	RefSeq	gene	579129	579674	.	+	.	ID=gene-ECOK1_RS02825;Name=ECOK1_RS02825;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02825;old_locus_tag=ECOK1_0544	gene-ECOK1_RS02825	ECOK1_RS02825	Gene		protein_coding		ECOK1_RS02825	ECOK1_0544	.
535	NC_017628.1	RefSeq	gene	579649	581574	.	+	.	ID=gene-ECOK1_RS02830;Name=ECOK1_RS02830;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02830;old_locus_tag=ECOK1_0545	gene-ECOK1_RS02830	ECOK1_RS02830	Gene		protein_coding		ECOK1_RS02830	ECOK1_0545	.
536	NC_017628.1	RefSeq	gene	581571	581777	.	+	.	ID=gene-ECOK1_RS02835;Name=ECOK1_RS02835;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02835;old_locus_tag=ECOK1_0546	gene-ECOK1_RS02835	ECOK1_RS02835	Gene		protein_coding		ECOK1_RS02835	ECOK1_0546	.
537	NC_017628.1	RefSeq	gene	581774	583375	.	+	.	ID=gene-ECOK1_RS02840;Name=ECOK1_RS02840;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02840;old_locus_tag=ECOK1_0547	gene-ECOK1_RS02840	ECOK1_RS02840	Gene		protein_coding		ECOK1_RS02840	ECOK1_0547	.
538	NC_017628.1	RefSeq	gene	583356	584675	.	+	.	ID=gene-ECOK1_RS02845;Name=ECOK1_RS02845;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02845;old_locus_tag=ECOK1_0548	gene-ECOK1_RS02845	ECOK1_RS02845	Gene		protein_coding		ECOK1_RS02845	ECOK1_0548	.
539	NC_017628.1	RefSeq	gene	584685	585017	.	+	.	ID=gene-ECOK1_RS02850;Name=ECOK1_RS02850;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02850;old_locus_tag=ECOK1_0549	gene-ECOK1_RS02850	ECOK1_RS02850	Gene		protein_coding		ECOK1_RS02850	ECOK1_0549	.
540	NC_017628.1	RefSeq	gene	585073	586098	.	+	.	ID=gene-ECOK1_RS02855;Name=ECOK1_RS02855;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02855;old_locus_tag=ECOK1_0550	gene-ECOK1_RS02855	ECOK1_RS02855	Gene		protein_coding		ECOK1_RS02855	ECOK1_0550	.
541	NC_017628.1	RefSeq	gene	586140	586535	.	+	.	ID=gene-ECOK1_RS02860;Name=ECOK1_RS02860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02860;old_locus_tag=ECOK1_0551	gene-ECOK1_RS02860	ECOK1_RS02860	Gene		protein_coding		ECOK1_RS02860	ECOK1_0551	.
542	NC_017628.1	RefSeq	gene	586547	586900	.	+	.	ID=gene-ECOK1_RS02865;Name=ECOK1_RS02865;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02865;old_locus_tag=ECOK1_0552	gene-ECOK1_RS02865	ECOK1_RS02865	Gene		protein_coding		ECOK1_RS02865	ECOK1_0552	.
543	NC_017628.1	RefSeq	gene	586912	587490	.	+	.	ID=gene-ECOK1_RS02870;Name=ECOK1_RS02870;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02870;old_locus_tag=ECOK1_0553	gene-ECOK1_RS02870	ECOK1_RS02870	Gene		protein_coding		ECOK1_RS02870	ECOK1_0553	.
544	NC_017628.1	RefSeq	gene	587487	587882	.	+	.	ID=gene-ECOK1_RS02875;Name=ECOK1_RS02875;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02875;old_locus_tag=ECOK1_0554	gene-ECOK1_RS02875	ECOK1_RS02875	Gene		protein_coding		ECOK1_RS02875	ECOK1_0554	.
545	NC_017628.1	RefSeq	gene	587890	588630	.	+	.	ID=gene-ECOK1_RS02880;Name=ECOK1_RS02880;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02880;old_locus_tag=ECOK1_0555	gene-ECOK1_RS02880	ECOK1_RS02880	Gene		protein_coding		ECOK1_RS02880	ECOK1_0555	.
546	NC_017628.1	RefSeq	gene	588646	589068	.	+	.	ID=gene-ECOK1_RS02885;Name=ECOK1_RS02885;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02885;old_locus_tag=ECOK1_0556	gene-ECOK1_RS02885	ECOK1_RS02885	Gene		protein_coding		ECOK1_RS02885	ECOK1_0556	.
547	NC_017628.1	RefSeq	gene	589050	589484	.	+	.	ID=gene-ECOK1_RS02890;Name=ECOK1_RS02890;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02890;old_locus_tag=ECOK1_0557	gene-ECOK1_RS02890	ECOK1_RS02890	Gene		protein_coding		ECOK1_RS02890	ECOK1_0557	.
548	NC_017628.1	RefSeq	gene	589477	592056	.	+	.	ID=gene-ECOK1_RS02895;Name=ECOK1_RS02895;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02895;old_locus_tag=ECOK1_0558	gene-ECOK1_RS02895	ECOK1_RS02895	Gene		protein_coding		ECOK1_RS02895	ECOK1_0558	.
549	NC_017628.1	RefSeq	gene	592053	592382	.	+	.	ID=gene-ECOK1_RS02900;Name=ECOK1_RS02900;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02900;old_locus_tag=ECOK1_0559	gene-ECOK1_RS02900	ECOK1_RS02900	Gene		protein_coding		ECOK1_RS02900	ECOK1_0559	.
550	NC_017628.1	RefSeq	gene	592382	593080	.	+	.	ID=gene-ECOK1_RS02905;Name=ECOK1_RS02905;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02905;old_locus_tag=ECOK1_0560	gene-ECOK1_RS02905	ECOK1_RS02905	Gene		protein_coding		ECOK1_RS02905	ECOK1_0560	.
551	NC_017628.1	RefSeq	gene	593085	593828	.	+	.	ID=gene-ECOK1_RS02910;Name=ECOK1_RS02910;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS02910;old_locus_tag=ECOK1_0561	gene-ECOK1_RS02910	ECOK1_RS02910	Gene		protein_coding		ECOK1_RS02910	ECOK1_0561	.
